rid,cls,input_len,output_len,arrival_t,send_t,ttft,e2e,tpot,output_tokens,ok,error
long-0000,long,25000,512,0.0,0.04956737905740738,0.8773427163250744,23.93946455512196,0.04513135389197042,512,1,
long-0001,long,25000,512,0.0,0.05454166606068611,0.8746221349574625,23.96804009610787,0.0451925987498051,512,1,
long-0002,long,25000,512,0.0,0.05635159136727452,4.158631644677371,24.063419753685594,0.03895261860862666,512,1,
long-0003,long,25000,512,0.0,0.058105663396418095,0.8711526389233768,23.96520772902295,0.04519384557749427,512,1,
long-0004,long,25000,512,0.0,0.05981598934158683,1.880191809963435,23.963568659033626,0.0432160016615855,512,1,
long-0005,long,25000,512,0.0,0.06154116801917553,0.8662632992491126,23.96190215740353,0.04519694492789514,512,1,
long-0006,long,25000,512,0.0,0.06325706327334046,0.8641921449452639,23.96024782396853,0.045197760624311675,512,1,
long-0007,long,25000,512,0.0,0.06510706804692745,0.8624837510287762,23.957562105264515,0.045195848051341955,512,1,
long-0008,long,25000,512,0.0,0.06699433829635382,0.8607122828252614,23.95462682377547,0.04519357053023524,512,1,
long-0009,long,25000,512,0.0,0.06882621627300978,0.8605893300846219,23.95391336083412,0.04519241493297358,512,1,
short-0000,short,512,256,0.0,0.07084190705791116,0.3697259402833879,14.124364709015936,0.05393975987738254,256,1,
short-0001,short,512,256,0.0,0.07106563122943044,0.8570154178887606,14.161766041070223,0.0521754926399273,256,1,
short-0002,short,512,256,0.0,0.07125645503401756,0.36912448424845934,14.12209470802918,0.05393321656384597,256,1,
short-0003,short,512,256,0.0,0.07144378405064344,1.865382025949657,14.242628761101514,0.048538222490791594,256,1,
short-0004,short,512,256,0.0,0.07163012120872736,0.8568481388501823,14.159190316218883,0.05216604775438706,256,1,
short-0005,short,512,256,0.0,0.07182043511420488,1.8674615831114352,14.245730570051819,0.04854223132133484,256,1,
short-0006,short,512,256,0.0,0.07206993643194437,1.863729115575552,14.242138711735606,0.04854278273003943,256,1,
short-0007,short,512,256,0.0,0.07225891714915633,0.8560287291184068,14.161599634215236,0.05217870943175227,256,1,
short-0008,short,512,256,0.0,0.07244560541585088,0.8570717619732022,14.1610211529769,0.05217235055295568,256,1,
short-0009,short,512,256,0.0,0.07258171821013093,1.8635763977654278,14.241740067955106,0.048541818314469326,256,1,
short-0010,short,512,256,0.0,0.0727008250541985,1.8667679210193455,14.244938550982624,0.048541845607699134,256,1,
short-0011,short,512,256,0.0,0.07283255225047469,0.8559412979520857,14.156947296112776,0.05216080783592428,256,1,
short-0012,short,512,256,0.0,0.0729563063941896,0.8554341429844499,14.158452476840466,0.052168699348454965,256,1,
short-0013,short,512,256,0.0,0.0730998101644218,0.8565089940093458,14.160622238181531,0.052172993114400726,256,1,
short-0014,short,512,256,0.0,0.07388389715924859,0.854694401845336,14.159884660039097,0.052177216698799066,256,1,
short-0015,short,512,256,0.0,0.07403495209291577,0.8550253049470484,14.156846635974944,0.05216400521971724,256,1,
short-0016,short,512,256,0.0,0.07416220242157578,0.8545248387381434,14.158721257001162,0.05217331928730595,256,1,
short-0017,short,512,256,0.0,0.07428960129618645,2.258105162065476,14.314296158961952,0.04727918037998618,256,1,
short-0018,short,512,256,0.0,0.07441316498443484,0.8553012562915683,14.159486407414079,0.05217327510244122,256,1,
short-0019,short,512,256,0.0,0.07453371537849307,0.8543342347256839,14.159406257793307,0.05217675303163774,256,1,
short-0020,short,512,256,0.0,0.0746575491502881,1.8620101162232459,14.241952253971249,0.048548792697050994,256,1,
short-0021,short,512,256,0.0,0.07478465838357806,1.864956593606621,14.2429352379404,0.04854109272287757,256,1,
short-0022,short,512,256,0.0,0.0749511462636292,0.8540109251625836,14.156845435034484,0.052167978470085884,256,1,
short-0023,short,512,256,0.0,0.07509058434516191,1.8631560718640685,14.241621210705489,0.04854300054447616,256,1,
short-0024,short,512,256,0.0,0.07520698709413409,1.8646996412426233,14.239221768919379,0.04852753775559512,256,1,
short-0025,short,512,256,0.0,0.07532617542892694,1.8619086439721286,14.241476815659553,0.04854732616348009,256,1,
short-0026,short,512,256,0.0,0.07545328419655561,0.8543533040210605,14.158362873829901,0.052172586548269964,256,1,
short-0027,short,512,256,0.0,0.07557107927277684,1.8627727618440986,14.241321444977075,0.04854332816914893,256,1,
short-0028,short,512,256,0.0,0.07569501409307122,2.257328664883971,14.310523371212184,0.047267430220894954,256,1,
short-0029,short,512,256,0.0,0.07582879299297929,2.257303228136152,14.310470391996205,0.04726732221121589,256,1,
short-0030,short,512,256,0.0,0.07599445013329387,2.2572263129986823,14.310382240917534,0.04726727814870138,256,1,
short-0031,short,512,256,0.0,0.07612702716141939,1.862319165840745,14.240867399144918,0.048543326405114405,256,1,
short-0032,short,512,256,0.0,0.07625230401754379,2.257142037153244,14.312180829234421,0.04727466192973011,256,1,
short-0033,short,512,256,0.0,0.07637909334152937,1.862169642932713,14.240712246857584,0.04854330432911714,256,1,
short-0034,short,512,256,0.0,0.07650918606668711,2.2570675970055163,14.312145676929504,0.04727481599970191,256,1,
short-0035,short,512,256,0.0,0.07663371227681637,2.253324832767248,14.307581109926105,0.04727159324376022,256,1,
short-0036,short,512,256,0.0,0.07676112139597535,4.140626966021955,14.442545831669122,0.04039968182606732,256,1,
short-0037,short,512,256,0.0,0.07688256213441491,2.256783875171095,14.311970545910299,0.04727524184603609,256,1,
short-0038,short,512,256,0.0,0.0770596363581717,2.6850813408382237,14.31265412364155,0.04559832463844442,256,1,
