rid,cls,input_len,output_len,arrival_t,send_t,ttft,e2e,tpot,output_tokens,ok,error
long-0000,long,25000,512,0.0,0.07207788387313485,1.0240972801111639,22.651112561114132,0.04232292618591579,512,1,
long-0001,long,25000,512,0.0,0.07627248903736472,2.5425575459375978,22.684030723758042,0.039415798782427486,512,1,
long-0002,long,25000,512,0.0,0.07748130382969975,1.0180140561424196,22.644524660892785,0.04232193856115531,512,1,
long-0003,long,25000,512,0.0,0.0786568708717823,1.0190552831627429,22.645334367174655,0.042321485487303155,512,1,
long-0004,long,25000,512,0.0,0.07977852690964937,2.5389495571143925,22.680318802129477,0.03941559539141895,512,1,
long-0005,long,25000,512,0.0,0.08092663297429681,1.0179247930645943,22.64318426186219,0.04231949015420273,512,1,
long-0006,long,25000,512,0.0,0.08203582093119621,1.0157602871768177,22.642134542111307,0.04232167173177004,512,1,
long-0007,long,25000,512,0.0,0.08322257408872247,1.014663145877421,22.64062653388828,0.04232086768690971,512,1,
long-0008,long,25000,512,0.0,0.08440743386745453,1.0135590550489724,22.639520350843668,0.04232086359255322,512,1,
long-0009,long,25000,512,0.0,0.08554427279159427,1.0125082740560174,22.638510729186237,0.04232094413919808,512,1,
short-0000,short,512,256,0.0,0.0867317970842123,1.0114059746265411,12.889154513832182,0.04657940603610055,256,1,
short-0001,short,512,256,0.0,0.08687330596148968,1.011342171113938,12.892182896845043,0.04659153225776904,256,1,
short-0002,short,512,256,0.0,0.08699228102341294,1.0089693069458008,12.8890212578699,0.04658843902323176,256,1,
short-0003,short,512,256,0.0,0.08711120672523975,1.0095985559746623,12.88555867318064,0.04657239261649403,256,1,
short-0004,short,512,256,0.0,0.08722477499395609,1.0095825931057334,12.89267327170819,0.04660035560236258,256,1,
short-0005,short,512,256,0.0,0.08735427586361766,0.5421181479468942,12.84697732096538,0.04825434969811171,256,1,
short-0006,short,512,256,0.0,0.08751479303464293,1.011416841764003,12.892496400978416,0.046592468859664365,256,1,
short-0007,short,512,256,0.0,0.08762835105881095,1.010759440716356,12.892489640973508,0.0465950203931653,256,1,
short-0008,short,512,256,0.0,0.08774722600355744,1.3347810227423906,12.913260233122855,0.04540580082502143,256,1,
