rid,cls,input_len,output_len,arrival_t,send_t,ttft,e2e,tpot,output_tokens,ok,error
long-0000,long,25000,512,0.0,0.0532768489792943,1.3340780991129577,39.80071707908064,0.07527717999993676,512,1,
long-0001,long,25000,512,0.0,0.057413797825574875,2.1289439583197236,39.81931050494313,0.07375805586423367,512,1,
long-0002,long,25000,512,0.0,0.05861995182931423,1.3289306303486228,39.79626759933308,0.07527854592756253,512,1,
long-0003,long,25000,512,0.0,0.05976449279114604,6.5497248731553555,44.607155395206064,0.07447638066937516,512,1,
long-0004,long,25000,512,0.0,0.06095852795988321,2.125611837953329,39.81665104487911,0.07375937222490368,512,1,
long-0005,long,25000,512,0.0,0.06217672908678651,1.32550483988598,39.792039362713695,0.0752769755828331,512,1,
long-0006,long,25000,512,0.0,0.06336317304521799,1.3254809537902474,39.79171602614224,0.07527638957407434,512,1,
long-0007,long,25000,512,0.0,0.06460802489891648,2.1222153808921576,39.81171538494527,0.07375636008620962,512,1,
long-0008,long,25000,512,0.0,0.0658606979995966,1.3219996099360287,39.788560192100704,0.07527702657957862,512,1,
long-0009,long,25000,512,0.0,0.06709035718813539,2.1198217729106545,39.80944413971156,0.0737565995436417,512,1,
long-0010,long,25000,512,0.0,0.0683421092107892,2.1194345499388874,39.809437608812004,0.07375734453791216,512,1,
long-0011,long,25000,512,0.0,0.06954419612884521,2.1174569469876587,39.80447700479999,0.07375150696245075,512,1,
long-0012,long,25000,512,0.0,0.07078834623098373,42.84484207164496,64.79990556975827,0.04296489921352897,512,1,
long-0013,long,25000,512,0.0,0.07190876081585884,47.54162534419447,64.88447440834716,0.033939039264486666,512,1,
long-0014,long,25000,512,0.0,0.07302454905584455,1.3159044049680233,39.77956202393398,0.07527134563398426,512,1,
long-0015,long,25000,512,0.0,0.07414318015798926,2.1137902848422527,39.80276145366952,0.073755325183615,512,1,
long-0016,long,25000,512,0.0,0.07524974411353469,2.111978280823678,39.80183149501681,0.07375705129979088,512,1,
long-0017,long,25000,512,0.0,0.07629715884104371,2.111712130252272,39.800958591979,0.07375586391727343,512,1,
long-0018,long,25000,512,0.0,0.07742154877632856,2.109897763002664,39.80053016822785,0.07375857613547003,512,1,
long-0019,long,25000,512,0.0,0.07854780182242393,2.1088611953891814,39.79887715307996,0.07375736978021678,512,1,
long-0020,long,25000,512,0.0,0.07972062611952424,4.233330764807761,42.166163518093526,0.07423254941934593,512,1,
long-0021,long,25000,512,0.0,0.08085271809250116,45.23759858077392,64.84472706075758,0.038370114442238076,512,1,
long-0022,long,25000,512,0.0,0.08190704323351383,8.83120653172955,46.92604445293546,0.07454958497300569,512,1,
short-0000,short,512,256,0.0,0.08309927489608526,1.3059088978916407,23.87219763500616,0.0884952499494687,256,1,
short-0001,short,512,256,0.0,0.08395141595974565,1.3051393311470747,23.86735569825396,0.08847927987100739,256,1,
short-0002,short,512,256,0.0,0.08410232281312346,47.5288177090697,59.94002017611638,0.048671382223712464,256,1,
short-0003,short,512,256,0.0,0.08423079596832395,1.3044333402067423,23.868549332022667,0.0884867293796703,256,1,
short-0004,short,512,256,0.0,0.08436380606144667,47.52927801106125,59.94011713191867,0.048669957336695754,256,1,
short-0005,short,512,256,0.0,0.08448647102341056,48.0465498957783,59.97738685691729,0.04678759592603527,256,1,
short-0006,short,512,256,0.0,0.08462736289948225,47.52911031804979,59.93386642122641,0.04864610236539852,256,1,
short-0007,short,512,256,0.0,0.0847478942014277,48.04540963284671,59.97499578492716,0.04678269079247234,256,1,
short-0008,short,512,256,0.0,0.08487159991636872,47.528166129253805,59.93979675928131,0.0486730612942255,256,1,
short-0009,short,512,256,0.0,0.08503640815615654,48.04842239897698,59.97437994880602,0.04676846097972171,256,1,
short-0010,short,512,256,0.0,0.08516059396788478,47.526698334142566,59.939154534135014,0.048676298823499796,256,1,
short-0011,short,512,256,0.0,0.08528250781819224,47.527858957182616,59.93343042535707,0.04864929987519395,256,1,
short-0012,short,512,256,0.0,0.0854052621871233,1.3033560896292329,23.868978685699403,0.08849263763164773,256,1,
short-0013,short,512,256,0.0,0.08554769586771727,47.52700271131471,59.941223041154444,0.048683216979763674,256,1,
short-0014,short,512,256,0.0,0.08566985977813601,47.52816921332851,59.93323552235961,0.048647318858945486,256,1,
short-0015,short,512,256,0.0,0.08579184301197529,1.3033938370645046,23.869105156045407,0.08849298556463099,256,1,
short-0016,short,512,256,0.0,0.08591362601146102,0.7152080740779638,23.835145607125014,0.09066642169822373,256,1,
short-0017,short,512,256,0.0,0.08607575995847583,47.52716525411233,59.93876246409491,0.04867293023522578,256,1,
short-0018,short,512,256,0.0,0.08620369294658303,1.3021875931881368,23.868897062260658,0.08849689987871577,256,1,
short-0019,short,512,256,0.0,0.08633415913209319,48.047394142951816,59.97325587878004,0.04676808523854204,256,1,
short-0020,short,512,256,0.0,0.08646455500274897,48.04492252878845,59.977261976804584,0.046793488031435834,256,1,
short-0021,short,512,256,0.0,0.08659448008984327,48.505549740977585,60.01369586773217,0.045129984810802284,256,1,
short-0022,short,512,256,0.0,0.08671965822577477,1.3017639168538153,23.866282743867487,0.08848830912554381,256,1,
short-0023,short,512,256,0.0,0.08684437582269311,48.04463679017499,59.97519107628614,0.0467864873965143,256,1,
short-0024,short,512,256,0.0,0.08700380614027381,48.50365326972678,60.01342027308419,0.04513634118963691,256,1,
short-0025,short,512,256,0.0,0.08712788205593824,48.04462102614343,59.976755485869944,0.04679268415579024,256,1,
short-0026,short,512,256,0.0,0.08725088695064187,49.02394096786156,60.061047637835145,0.04328277125479836,256,1,
short-0027,short,512,256,0.0,0.08737831888720393,48.001889233943075,59.972514915280044,0.04694363012289007,256,1,
short-0028,short,512,256,0.0,0.08750447817146778,50.00571328494698,60.1196456537582,0.03966247987769106,256,1,
short-0029,short,512,256,0.0,0.08764288621023297,48.04618341289461,59.96378039382398,0.04673567443501716,256,1,
short-0030,short,512,256,0.0,0.08776887599378824,47.524379015900195,59.926330937072635,0.04863510557322526,256,1,
short-0031,short,512,256,0.0,0.08789090905338526,50.0002459208481,60.12050234992057,0.03968728011400968,256,1,
short-0032,short,512,256,0.0,0.088049978017807,48.04392407787964,59.974136541131884,0.04678514691471469,256,1,
short-0033,short,512,256,0.0,0.08818734483793378,48.50435181893408,60.00411359127611,0.04509710498957657,256,1,
short-0034,short,512,256,0.0,0.08832728490233421,47.525040349923074,59.93892244203016,0.0486818905572827,256,1,
short-0035,short,512,256,0.0,0.08846395090222359,48.50694149918854,60.011684344150126,0.04511663860769249,256,1,
short-0036,short,512,256,0.0,0.08860187791287899,49.50252364529297,60.11527690989897,0.04161864025335686,256,1,
short-0037,short,512,256,0.0,0.0887268758378923,50.47032045619562,60.123521354049444,0.03785568979550518,256,1,
short-0038,short,512,256,0.0,0.08886079723015428,48.50663332687691,60.01170616596937,0.045117932702323386,256,1,
short-0039,short,512,256,0.0,0.08899683179333806,49.02253606542945,60.05986840510741,0.043283656234031215,256,1,
short-0040,short,512,256,0.0,0.08917276607826352,49.01795354112983,60.059807412792,0.043301387732008506,256,1,
short-0041,short,512,256,0.0,0.08931316714733839,47.522266370709985,59.92269759764895,0.04862914206642731,256,1,
short-0042,short,512,256,0.0,0.08944314299151301,47.52284993696958,59.92530359188095,0.04863707315651517,256,1,
short-0043,short,512,256,0.0,0.08958588819950819,48.503947919700295,60.01193840382621,0.0451293744475526,256,1,
short-0044,short,512,256,0.0,0.08972589811310172,48.042441678699106,59.96564820688218,0.04675767265954146,256,1,
short-0045,short,512,256,0.0,0.08987627411261201,48.50517066800967,60.01081992406398,0.0451201931609973,256,1,
short-0046,short,512,256,0.0,0.09001539321616292,48.503625926561654,60.00682724593207,0.04511059340929576,256,1,
short-0047,short,512,256,0.0,0.09015691606327891,48.50543736806139,60.01162603404373,0.04512230849404838,256,1,
short-0048,short,512,256,0.0,0.09033035719767213,49.50442477874458,60.110120170749724,0.041590962321588806,256,1,
short-0049,short,512,256,0.0,0.09048088314011693,49.500977009069175,60.11040631076321,0.041605605104682496,256,1,
short-0050,short,512,256,0.0,0.09063523495569825,49.995660598855466,60.116589868906885,0.039689918706084,256,1,
short-0051,short,512,256,0.0,0.09076844481751323,50.464465307071805,60.12124738609418,0.03786973364322501,256,1,
short-0052,short,512,256,0.0,0.09091260191053152,50.465852110181004,60.1213951879181,0.03786487481465527,256,1,
short-0053,short,512,256,0.0,0.09105440508574247,50.001384367700666,60.115790547803044,0.0396643379611858,256,1,
short-0054,short,512,256,0.0,0.0912095089443028,49.01619701925665,60.057876389008015,0.04330070341078966,256,1,
short-0055,short,512,256,0.0,0.09136412106454372,49.016913084778935,60.05782568315044,0.043297696464201986,256,1,
short-0056,short,512,256,0.0,0.0915607069619,49.99369945097715,60.114940841216594,0.039691142706821364,256,1,
short-0057,short,512,256,0.0,0.09170851903036237,49.5031353100203,60.108874587807804,0.0415911344226961,256,1,
short-0058,short,512,256,0.0,0.09186468413099647,49.493869308847934,60.10359175177291,0.04160675467813716,256,1,
short-0059,short,512,256,0.0,0.09200816880911589,48.04063214827329,59.956959122326225,0.046730694015893866,256,1,
short-0060,short,512,256,0.0,0.09215507982298732,49.017536170315,60.05713717825711,0.043292552972322,256,1,
short-0061,short,512,256,0.0,0.09230729890987277,49.015487521886826,60.05709139909595,0.04330040736160442,256,1,
short-0062,short,512,256,0.0,0.09245156589895487,49.995954398065805,60.11484403396025,0.039681920140762536,256,1,
short-0063,short,512,256,0.0,0.0926171550527215,50.46440574480221,60.1195236640051,0.03786320752628586,256,1,
short-0064,short,512,256,0.0,0.09279771614819765,50.462519380729645,60.1193965729326,0.03787010663609002,256,1,
short-0065,short,512,256,0.0,0.09295762702822685,49.99765216792002,60.11396291991696,0.03967180687057621,256,1,
short-0066,short,512,256,0.0,0.09310432709753513,50.4663536217995,60.11897840490565,0.03785343052198489,256,1,
short-0067,short,512,256,0.0,0.09325977088883519,50.00095744431019,60.11521595204249,0.03966375885385216,256,1,
short-0068,short,512,256,0.0,0.0934079340659082,49.01532719004899,60.05609515076503,0.043297129257709954,256,1,
short-0069,short,512,256,0.0,0.0935608041472733,50.46807964378968,60.11736764386296,0.0378403450983266,256,1,
short-0070,short,512,256,0.0,0.09371303301304579,50.46339786890894,60.118759443983436,0.03786416303950782,256,1,
short-0071,short,512,256,0.0,0.09387020906433463,50.461533008143306,60.11866774596274,0.03787111661889974,256,1,
short-0072,short,512,256,0.0,0.09407067997381091,49.99320230213925,60.11450223904103,0.0396913723015756,256,1,
short-0073,short,512,256,0.0,0.09422484179958701,49.49540816899389,60.10646406421438,0.041611983902825445,256,1,
short-0074,short,512,256,0.0,0.0943773309700191,49.49857041006908,60.10960657522082,0.04161190653000684,256,1,
short-0075,short,512,256,0.0,0.0945350881665945,49.498504269868135,60.101091844029725,0.04157877480063368,256,1,
short-0076,short,512,256,0.0,0.09470163891091943,50.46752225514501,60.117891679983586,0.03784458597975911,256,1,
short-0077,short,512,256,0.0,0.09484915109351277,50.46942244004458,60.117846101056784,0.037836955533381185,256,1,
short-0078,short,512,256,0.0,0.09501683292910457,49.99480492807925,60.111591425258666,0.039673672537958504,256,1,
short-0079,short,512,256,0.0,0.095200648996979,49.99743684194982,60.11148960189894,0.03966295199980046,256,1,
short-0080,short,512,256,0.0,0.0953592979349196,49.99893969995901,60.11328708194196,0.0396641073803253,256,1,
short-0081,short,512,256,0.0,0.09551528189331293,50.46178329223767,60.11684851208702,0.03786300086215431,256,1,
short-0082,short,512,256,0.0,0.09567084582522511,49.49927334440872,60.10531056905165,0.04159230284173699,256,1,
short-0083,short,512,256,0.0,0.09583311015740037,50.466589382849634,60.11681105475873,0.03784400655650625,256,1,
short-0084,short,512,256,0.0,0.09599927021190524,49.49713646294549,60.10478687193245,0.04159862905485081,256,1,
short-0085,short,512,256,0.0,0.09615649608895183,48.036144631914794,59.95942035410553,0.04675794400859113,256,1,
short-0086,short,512,256,0.0,0.09631600603461266,49.49871268076822,60.10794466501102,0.04160483131075607,256,1,
short-0087,short,512,256,0.0,0.09652192611247301,49.49486150499433,60.10755663178861,0.041618412261938346,256,1,
short-0088,short,512,256,0.0,0.09668590221554041,50.457000334747136,60.1157322130166,0.03787737991478221,256,1,
short-0089,short,512,256,0.0,0.09685001894831657,49.014861116185784,60.05045163910836,0.04327682558008853,256,1,
short-0090,short,512,256,0.0,0.09701290400698781,49.48937238706276,60.096423347014934,0.04159627827432226,256,1,
short-0091,short,512,256,0.0,0.09718225803226233,49.98920963983983,60.10981239005923,0.039688638236154525,256,1,
short-0092,short,512,256,0.0,0.09734281012788415,49.99538106098771,60.109425828792155,0.03966292065805664,256,1,
short-0093,short,512,256,0.0,0.09750786796212196,49.01263732416555,60.049938397016376,0.04328353361902284,256,1,
short-0094,short,512,256,0.0,0.09767806390300393,48.49605425307527,59.99430416431278,0.045091176122500035,256,1,
short-0095,short,512,256,0.0,0.09824688918888569,49.0135508258827,60.04935661191121,0.04327766974913139,256,1,
short-0096,short,512,256,0.0,0.09843468107283115,49.4947903258726,60.102638681884855,0.04159940531769512,256,1,
short-0097,short,512,256,0.0,0.09862639009952545,48.49705814989284,60.002198620699346,0.04511819792473141,256,1,
short-0098,short,512,256,0.0,0.09880506806075573,48.49634223477915,60.00214672414586,0.045120801919085136,256,1,
short-0099,short,512,256,0.0,0.09897118806838989,48.49626951478422,60.00210382882506,0.04512091887859153,256,1,
short-0100,short,512,256,0.0,0.09914709208533168,49.0129877300933,60.04857813194394,0.04327682510529663,256,1,
short-0101,short,512,256,0.0,0.09931406285613775,49.49588268715888,60.10485898703337,0.041603828626958765,256,1,
short-0102,short,512,256,0.0,0.09947342285886407,50.460337286349386,60.11327285505831,0.03785464928905461,256,1,
short-0103,short,512,256,0.0,0.09968829620629549,48.032743226736784,59.962652524001896,0.046783958028490634,256,1,
short-0104,short,512,256,0.0,0.09986389987170696,48.494074256159365,59.997132549993694,0.045110032524840506,256,1,
short-0105,short,512,256,0.0,0.10003271419554949,48.03414918901399,59.95904973195866,0.046764315854684976,256,1,
short-0106,short,512,256,0.0,0.1002016281709075,48.4915348100476,59.99194455565885,0.04509964606122059,256,1,
short-0107,short,512,256,0.0,0.10036799777299166,49.00770708406344,60.04747485322878,0.043293206937903284,256,1,
short-0108,short,512,256,0.0,0.10056643607094884,49.00993561279029,60.04739192780107,0.043284142411807,256,1,
short-0109,short,512,256,0.0,0.10073252581059933,49.01150030316785,60.047339329030365,0.043277800101421626,256,1,
short-0110,short,512,256,0.0,0.10090457508340478,48.48964173486456,60.00075436895713,0.04514161817291203,256,1,
short-0111,short,512,256,0.0,0.10111466981470585,48.031440439168364,59.95814272807911,0.04677138152514018,256,1,
short-0112,short,512,256,0.0,0.10128819104284048,49.00689653586596,60.0468965228647,0.043294117596073475,256,1,
short-0113,short,512,256,0.0,0.10146283404901624,49.98536316584796,60.10560981091112,0.039687241745345735,256,1,
short-0114,short,512,256,0.0,0.10164272412657738,49.49240693170577,60.096837773919106,0.04158600330279738,256,1,
