t,wall,preemptions_total,kv_usage,running,waiting,waiting_capacity,waiting_deferred
0.0481,1784013189.301856,75.0,0.0,0.0,0.0,0.0,0.0
0.2981,1784013189.547623,75.0,0.0,0.0,0.0,0.0,0.0
0.5482,1784013189.8093684,75.0,0.0,0.0,0.0,0.0,0.0
0.7983,1784013190.0554624,75.0,0.0,0.0,0.0,0.0,0.0
1.0484,1784013190.2915323,75.0,0.0,0.0,0.0,0.0,0.0
1.2985,1784013190.5594518,75.0,0.0,0.0,0.0,0.0,0.0
1.5485,1784013190.805143,75.0,0.0,0.0,0.0,0.0,0.0
1.7986,1784013191.052994,75.0,0.0,0.0,0.0,0.0,0.0
2.0487,1784013191.2997758,75.0,0.0,0.0,0.0,0.0,0.0
2.2987,1784013191.5618768,75.0,0.0,0.0,0.0,0.0,0.0
2.5501,1784013191.811762,75.0,0.0,0.0,0.0,0.0,0.0
2.8002,1784013192.418019,75.0,0.0,0.0,0.0,0.0,0.0
3.2475,1784013192.4914649,75.0,0.0,0.0,0.0,0.0,0.0
3.4975,1784013192.74272,75.0,0.06556153391596431,13.0,143.0,143.0,0.0
3.7476,1784013193.007313,75.0,0.08176530961341089,13.0,143.0,143.0,0.0
3.9977,1784013193.2532942,75.0,0.08176530961341089,13.0,143.0,143.0,0.0
4.2478,1784013193.4789789,75.0,0.09765807234161661,13.0,143.0,143.0,0.0
4.4979,1784013193.7579029,75.0,0.09765807234161661,13.0,143.0,143.0,0.0
4.7479,1784013194.005875,75.0,0.09765807234161661,13.0,143.0,143.0,0.0
4.998,1784013194.2531126,75.0,0.14057786209684942,14.0,142.0,142.0,0.0
5.2481,1784013194.5149183,75.0,0.14057786209684942,14.0,142.0,142.0,0.0
5.4982,1784013194.7601283,75.0,0.14057786209684942,14.0,142.0,142.0,0.0
5.7482,1784013195.005235,75.0,0.15647062482505525,14.0,142.0,142.0,0.0
5.9983,1784013195.26506,75.0,0.15647062482505525,14.0,142.0,142.0,0.0
6.2484,1784013195.4885128,75.0,0.15647062482505525,14.0,142.0,142.0,0.0
6.4985,1784013195.756961,75.0,0.17239448885018505,15.0,141.0,141.0,0.0
6.7485,1784013196.0001311,75.0,0.17239448885018505,15.0,141.0,141.0,0.0
6.9986,1784013196.2830174,75.0,0.18828725157839077,15.0,141.0,141.0,0.0
7.2487,1784013196.5109408,75.0,0.18828725157839077,15.0,141.0,141.0,0.0
7.4988,1784013196.7557478,75.0,0.18828725157839077,15.0,141.0,141.0,0.0
7.7489,1784013197.0010078,75.0,0.2041800143065966,15.0,141.0,141.0,0.0
7.9989,1784013197.2631695,75.0,0.2041800143065966,15.0,141.0,141.0,0.0
8.249,1784013197.5469909,75.0,0.2041800143065966,15.0,141.0,141.0,0.0
8.4991,1784013197.7454927,75.0,0.2201038783317264,16.0,140.0,140.0,0.0
8.7492,1784013198.0127642,75.0,0.2201038783317264,16.0,140.0,140.0,0.0
8.9992,1784013198.254297,75.0,0.2360277423568563,16.0,140.0,140.0,0.0
9.2493,1784013198.5054357,75.0,0.2360277423568563,16.0,140.0,140.0,0.0
9.4994,1784013198.7543626,75.0,0.2360277423568563,16.0,140.0,140.0,0.0
9.7494,1784013199.0076873,75.0,0.25192050508506203,16.0,140.0,140.0,0.0
9.9995,1784013199.2448602,75.0,0.25192050508506203,16.0,140.0,140.0,0.0
10.2496,1784013199.5082603,75.0,0.25192050508506203,16.0,140.0,140.0,0.0
10.4997,1784013199.7576163,75.0,0.25192050508506203,16.0,140.0,140.0,0.0
10.7498,1784013200.0021827,75.0,0.3472459801573725,18.0,138.0,138.0,0.0
10.9999,1784013200.251141,75.0,0.3472459801573725,18.0,138.0,138.0,0.0
11.25,1784013200.5134828,75.0,0.3472459801573725,18.0,138.0,138.0,0.0
11.5001,1784013200.7586913,75.0,0.4603924983671819,21.0,135.0,135.0,0.0
11.7502,1784013201.0025032,75.0,0.4603924983671819,21.0,135.0,135.0,0.0
12.0003,1784013201.2666,75.0,0.4603924983671819,21.0,135.0,135.0,0.0
12.2504,1784013201.4981935,75.0,0.47625415979846364,21.0,135.0,135.0,0.0
12.5004,1784013201.7584305,75.0,0.47625415979846364,21.0,135.0,135.0,0.0
12.7505,1784013202.0463238,75.0,0.49217802382359344,21.0,135.0,135.0,0.0
13.0006,1784013202.2684884,75.0,0.49217802382359344,21.0,135.0,135.0,0.0
13.2507,1784013202.5156193,75.0,0.49217802382359344,21.0,135.0,135.0,0.0
13.5008,1784013202.7586348,75.0,0.49217802382359344,21.0,135.0,135.0,0.0
13.7509,1784013203.0060792,75.0,0.5080707865517993,22.0,134.0,134.0,0.0
14.0009,1784013203.268238,75.0,0.5080707865517993,22.0,134.0,134.0,0.0
14.251,1784013203.5104275,75.0,0.5080707865517993,22.0,134.0,134.0,0.0
14.5011,1784013203.7594209,75.0,0.5239946505769291,22.0,134.0,134.0,0.0
14.7512,1784013204.0071263,75.0,0.5239946505769291,22.0,134.0,134.0,0.0
15.0013,1784013204.2933338,75.0,0.5402295275712997,22.0,134.0,134.0,0.0
15.2513,1784013204.5097184,75.0,0.5402295275712997,22.0,134.0,134.0,0.0
15.5014,1784013204.8530874,75.0,0.5402295275712997,22.0,134.0,134.0,0.0
15.7515,1784013205.002487,75.0,0.5402295275712997,22.0,134.0,134.0,0.0
16.0016,1784013205.2526207,75.0,0.5561222902995056,23.0,133.0,133.0,0.0
16.2516,1784013205.5064547,75.0,0.5561222902995056,23.0,133.0,133.0,0.0
16.5017,1784013205.7422357,75.0,0.5561222902995056,23.0,133.0,133.0,0.0
16.7518,1784013206.0256,75.0,0.5719839517307872,23.0,133.0,133.0,0.0
17.0019,1784013206.3296854,75.0,0.5719839517307872,23.0,133.0,133.0,0.0
17.252,1784013206.5162678,75.0,0.5879389170528411,23.0,133.0,133.0,0.0
17.502,1784013206.761516,75.0,0.5879389170528411,23.0,133.0,133.0,0.0
17.7521,1784013207.0104775,75.0,0.5879389170528411,23.0,133.0,133.0,0.0
18.0022,1784013207.2573884,75.0,0.5879389170528411,23.0,133.0,133.0,0.0
18.2523,1784013207.523389,75.0,0.6389450440083351,24.0,132.0,132.0,0.0
18.5024,1784013207.7605817,75.0,0.6389450440083351,24.0,132.0,132.0,0.0
18.7524,1784013208.0626168,75.0,0.6389450440083351,24.0,132.0,132.0,0.0
19.0025,1784013208.2701092,75.0,0.6389450440083351,24.0,132.0,132.0,0.0
19.2526,1784013208.514518,75.0,0.6548378067365409,25.0,131.0,131.0,0.0
19.5027,1784013208.7619367,75.0,0.6548378067365409,25.0,131.0,131.0,0.0
19.7528,1784013209.0090806,75.0,0.6548378067365409,25.0,131.0,131.0,0.0
20.0029,1784013209.2673597,75.0,0.6707305694647467,25.0,131.0,131.0,0.0
20.2529,1784013209.5142434,75.0,0.6707305694647467,25.0,131.0,131.0,0.0
20.503,1784013209.7601402,75.0,0.6707305694647467,25.0,131.0,131.0,0.0
20.7531,1784013210.064969,75.0,0.6866233321929525,25.0,131.0,131.0,0.0
21.0032,1784013210.2688477,75.0,0.6866233321929525,25.0,131.0,131.0,0.0
21.2533,1784013210.506621,75.0,0.6866233321929525,25.0,131.0,131.0,0.0
21.5034,1784013210.7987273,75.0,0.7025471962180823,36.0,120.0,120.0,0.0
21.7535,1784013211.0190392,75.0,0.7025471962180823,36.0,120.0,120.0,0.0
22.0036,1784013211.2632303,75.0,0.7025471962180823,36.0,120.0,120.0,0.0
22.2537,1784013211.5091264,75.0,0.7673311977109445,43.0,113.0,113.0,0.0
22.5038,1784013211.7625606,75.0,0.7673311977109445,43.0,113.0,113.0,0.0
22.7538,1784013212.0480516,75.0,0.7833794669237707,43.0,113.0,113.0,0.0
23.0039,1784013212.264556,75.0,0.7833794669237707,43.0,113.0,113.0,0.0
23.254,1784013212.5217433,75.0,0.7833794669237707,43.0,113.0,113.0,0.0
23.5041,1784013212.765941,75.0,0.7992411283550525,43.0,113.0,113.0,0.0
23.7541,1784013213.0120225,75.0,0.7992411283550525,43.0,113.0,113.0,0.0
24.0042,1784013213.2572289,75.0,0.7992411283550525,43.0,113.0,113.0,0.0
24.2543,1784013213.517512,75.0,0.7992411283550525,43.0,113.0,113.0,0.0
24.5044,1784013213.7623913,75.0,0.8151027897863341,44.0,112.0,112.0,0.0
24.7544,1784013214.0068994,75.0,0.8151027897863341,44.0,112.0,112.0,0.0
25.0045,1784013214.2684412,75.0,0.8151027897863341,44.0,112.0,112.0,0.0
25.2546,1784013214.5162947,75.0,0.8310266538114639,44.0,112.0,112.0,0.0
25.5047,1784013214.7569194,75.0,0.8310266538114639,44.0,112.0,112.0,0.0
25.7547,1784013215.0169976,75.0,0.8310266538114639,44.0,112.0,112.0,0.0
26.0048,1784013215.2700086,75.0,0.8468883152427457,44.0,112.0,112.0,0.0
26.2549,1784013215.5089383,75.0,0.8468883152427457,44.0,112.0,112.0,0.0
26.505,1784013215.7709284,75.0,0.8468883152427457,44.0,112.0,112.0,0.0
26.7551,1784013216.0058317,75.0,0.8468883152427457,44.0,112.0,112.0,0.0
27.0051,1784013216.2589128,75.0,0.8627810779709514,45.0,111.0,111.0,0.0
27.2552,1784013216.5116398,75.0,0.8627810779709514,45.0,111.0,111.0,0.0
27.5053,1784013216.746987,75.0,0.8627810779709514,45.0,111.0,111.0,0.0
27.7554,1784013217.0139415,75.0,0.8789537523714739,45.0,111.0,111.0,0.0
28.0054,1784013217.314893,75.0,0.8789537523714739,45.0,111.0,111.0,0.0
28.2555,1784013217.5277443,75.0,0.8789537523714739,45.0,111.0,111.0,0.0
28.5056,1784013217.7670727,75.0,0.8948154138027555,45.0,111.0,111.0,0.0
28.7557,1784013218.0177684,75.0,0.8948154138027555,45.0,111.0,111.0,0.0
29.0058,1784013218.2624002,75.0,0.8948154138027555,45.0,111.0,111.0,0.0
29.2558,1784013218.5584228,75.0,0.9107081765309614,46.0,110.0,110.0,0.0
29.5059,1784013218.7583344,75.0,0.9107081765309614,46.0,110.0,110.0,0.0
29.756,1784013219.0621,75.0,0.9107081765309614,46.0,110.0,110.0,0.0
30.0061,1784013219.2678194,75.0,0.9107081765309614,46.0,110.0,110.0,0.0
30.2562,1784013219.5143864,75.0,0.9266009392591671,46.0,110.0,110.0,0.0
30.5062,1784013219.762504,75.0,0.9266009392591671,46.0,110.0,110.0,0.0
30.7563,1784013220.0184226,75.0,0.942524803284297,46.0,110.0,110.0,0.0
31.0064,1784013220.267432,75.0,0.942524803284297,46.0,110.0,110.0,0.0
31.2564,1784013220.5102725,75.0,0.942524803284297,46.0,110.0,110.0,0.0
31.5065,1784013220.7750993,75.0,0.942524803284297,46.0,110.0,110.0,0.0
31.7566,1784013221.067304,75.0,0.952788231269244,46.0,110.0,110.0,0.0
32.0067,1784013221.27118,75.0,0.952788231269244,46.0,110.0,110.0,0.0
32.2567,1784013221.5237005,75.0,0.952788231269244,46.0,110.0,110.0,0.0
32.5068,1784013221.8069634,75.0,0.9528815351600162,46.0,110.0,110.0,0.0
32.7569,1784013222.058261,75.0,0.9534724598015737,46.0,110.0,110.0,0.0
33.007,1784013222.273122,75.0,0.953970080552359,46.0,110.0,110.0,0.0
33.2571,1784013222.5937953,75.0,0.9542188909277517,46.0,110.0,110.0,0.0
33.5072,1784013222.7664418,75.0,0.9543121948185239,46.0,110.0,110.0,0.0
33.7572,1784013223.0567255,75.0,0.9549653220539297,46.0,110.0,110.0,0.0
34.0073,1784013223.3119106,75.0,0.955462942804715,46.0,110.0,110.0,0.0
34.2574,1784013223.5046608,75.0,0.9556495505862594,46.0,110.0,110.0,0.0
34.5075,1784013223.8535755,75.0,0.956271576524741,46.0,110.0,110.0,0.0
34.7576,1784013224.0249095,75.0,0.9563959817124374,46.0,110.0,110.0,0.0
35.0077,1784013224.3149536,75.0,0.9568936024632227,46.0,110.0,110.0,0.0
35.2578,1784013224.5088756,75.0,0.9570802102447672,46.0,110.0,110.0,0.0
35.5078,1784013224.8045297,75.0,0.9577022361832488,46.0,110.0,110.0,0.0
35.7579,1784013225.1576428,75.0,0.9582620595278823,46.0,110.0,110.0,0.0
36.008,1784013225.2768621,75.0,0.9583242621217305,46.0,110.0,110.0,0.0
36.2581,1784013225.5843503,75.0,0.9586041737940472,46.0,110.0,110.0,0.0
36.5082,1784013225.7666595,75.0,0.9591950984356048,46.0,110.0,110.0,0.0
36.7583,1784013226.0622866,75.0,0.9593506049202252,46.0,110.0,110.0,0.0
37.0083,1784013226.2705858,75.0,0.9598171243740864,46.0,110.0,110.0,0.0
37.2584,1784013226.5574257,75.0,0.960034833452555,46.0,110.0,110.0,0.0
37.5085,1784013226.779101,75.0,0.9606257580941125,46.0,110.0,110.0,0.0
37.7586,1784013227.08984,75.0,0.9611233788448978,46.0,110.0,110.0,0.0
38.0087,1784013227.2655132,75.0,0.9613410879233664,46.0,110.0,110.0,0.0
38.2588,1784013227.5053675,75.0,0.9614654931110628,46.0,110.0,110.0,0.0
38.5089,1784013227.8036764,75.0,0.9620564177526203,46.0,110.0,110.0,0.0
38.7589,1784013228.0535872,75.0,0.9625540385034056,46.0,110.0,110.0,0.0
39.009,1784013228.2753577,75.0,0.9627717475818741,46.0,110.0,110.0,0.0
39.2591,1784013228.5892718,75.0,0.9634248748172799,46.0,110.0,110.0,0.0
39.5092,1784013228.7725399,75.0,0.963487077411128,46.0,110.0,110.0,0.0
39.7593,1784013229.0697298,75.0,0.9640157994588374,46.0,110.0,110.0,0.0
40.0094,1784013229.2668905,75.0,0.964233508537306,46.0,110.0,110.0,0.0
40.2595,1784013229.55177,75.0,0.9646378253973191,46.0,110.0,110.0,0.0
40.5096,1784013229.7937872,75.0,0.9650421422573321,46.0,110.0,110.0,0.0
40.7597,1784013230.0109706,75.0,0.9654464591173452,46.0,110.0,110.0,0.0
41.0097,1784013230.3420773,75.0,0.9656641681958138,46.0,110.0,110.0,0.0
41.2598,1784013230.5178323,75.0,0.9662861941342954,46.0,110.0,110.0,0.0
41.5099,1784013230.8151581,75.0,0.9664728019158398,46.0,110.0,110.0,0.0
41.76,1784013231.0210948,75.0,0.966908220072777,46.0,110.0,110.0,0.0
42.0101,1784013231.3070278,75.0,0.9671259291512456,46.0,110.0,110.0,0.0
42.2602,1784013231.5525305,75.0,0.9677790563866513,46.0,110.0,110.0,0.0
42.5102,1784013231.766628,75.0,0.9679034615743477,46.0,110.0,110.0,0.0
42.7603,1784013232.0891428,75.0,0.9684943862159052,46.0,110.0,110.0,0.0
43.0104,1784013232.2570016,75.0,0.9685254875128293,46.0,110.0,110.0,0.0
43.2605,1784013232.60931,75.0,0.969209716045159,46.0,110.0,110.0,0.0
43.5106,1784013232.7526827,75.0,0.9693341212328555,46.0,110.0,110.0,0.0
43.7607,1784013233.0589228,75.0,0.9698317419836407,46.0,110.0,110.0,0.0
44.0108,1784013233.3304741,75.0,0.9700494510621093,46.0,110.0,110.0,0.0
44.2608,1784013233.5252056,75.0,0.9706403757036668,46.0,110.0,110.0,0.0
44.5109,1784013233.8503623,75.0,0.9711379964544522,46.0,110.0,110.0,0.0
44.761,1784013233.9839652,75.0,0.9712624016421485,46.0,110.0,110.0,0.0
45.0111,1784013234.3214374,75.0,0.971480110720617,46.0,110.0,110.0,0.0
45.2612,1784013234.5117247,75.0,0.9720710353621747,46.0,110.0,110.0,0.0
45.5113,1784013234.8621414,75.0,0.9558361583678039,35.0,110.0,110.0,0.0
45.7614,1784013235.0517592,75.0,0.9560227661493484,35.0,110.0,110.0,0.0
46.0115,1784013235.3555133,75.0,0.9564581843062856,35.0,110.0,110.0,0.0
