t,wall,preemptions_total,kv_usage,running,waiting,waiting_capacity,waiting_deferred
0.0479,1783998115.471863,13.0,0.0,0.0,0.0,0.0,0.0
0.298,1783998115.7361932,13.0,0.0,0.0,0.0,0.0,0.0
0.5481,1783998116.00476,13.0,0.0,0.0,0.0,0.0,0.0
0.7982,1783998116.2917416,13.0,0.0,0.0,0.0,0.0,0.0
1.0482,1783998116.4867215,13.0,0.0,0.0,0.0,0.0,0.0
1.2983,1783998116.7654347,13.0,0.0,0.0,0.0,0.0,0.0
1.5484,1783998117.0236099,13.0,0.0,0.0,0.0,0.0,0.0
1.7985,1783998117.1986568,13.0,0.0,0.0,0.0,0.0,0.0
2.0485,1783998117.477163,13.0,0.0,0.0,0.0,0.0,0.0
2.2986,1783998117.7354422,13.0,0.0,0.0,0.0,0.0,0.0
2.5487,1783998118.033073,13.0,0.0,0.0,0.0,0.0,0.0
2.7988,1783998118.2688584,13.0,0.0,0.0,0.0,0.0,0.0
3.0489,1783998118.534314,13.0,0.002114888190837605,2.0,0.0,0.0,0.0
3.2989,1783998118.8071094,13.0,0.0021770907846857535,2.0,0.0,0.0,0.0
3.549,1783998118.9981422,13.0,0.002239293378533902,2.0,0.0,0.0,0.0
3.7991,1783998119.2731988,13.0,0.052965508661711236,5.0,0.0,0.0,0.0
4.0492,1783998119.5490274,13.0,0.05315211644325568,5.0,0.0,0.0,0.0
4.2992,1783998119.7242854,13.0,0.10182564612944356,6.0,0.0,0.0,0.0
4.5493,1783998120.0147943,13.0,0.10400273691412931,8.0,0.0,0.0,0.0
4.7994,1783998120.3230786,13.0,0.10431374988337017,8.0,0.0,0.0,0.0
5.0495,1783998120.5140152,13.0,0.10443815507106646,8.0,0.0,0.0,0.0
5.2996,1783998120.7220972,13.0,0.10664634715267629,10.0,0.0,0.0,0.0
5.5496,1783998121.046088,13.0,0.20613939601281372,14.0,0.0,0.0,0.0
5.7997,1783998121.2620142,13.0,0.20638820638820643,14.0,0.0,0.0,0.0
6.0498,1783998121.4356058,13.0,0.2086586010636644,16.0,0.0,0.0,0.0
6.2999,1783998121.844858,13.0,0.21012036201909623,17.0,0.0,0.0,0.0
6.55,1783998122.0060933,13.0,0.2104002736914129,17.0,0.0,0.0,0.0
6.8001,1783998122.3188207,13.0,0.21080459055142597,17.0,0.0,0.0,0.0
7.0501,1783998122.5244853,13.0,0.21111560352066683,17.0,0.0,0.0,0.0
7.3002,1783998122.7222977,13.0,0.2564301931390539,18.0,0.0,0.0,0.0
7.5503,1783998122.9917233,13.0,0.2564301931390539,18.0,0.0,0.0,0.0
7.8004,1783998123.2135909,13.0,0.2564301931390539,18.0,0.0,0.0,0.0
8.0504,1783998123.4919767,13.0,0.25997574098839926,18.0,0.0,0.0,0.0
8.3005,1783998123.765554,13.0,0.2623083382577054,20.0,0.0,0.0,0.0
8.5506,1783998124.0638988,13.0,0.3113239822100582,21.0,0.0,0.0,0.0
8.8006,1783998124.265411,13.0,0.3085559667838149,19.0,0.0,0.0,0.0
9.0507,1783998124.5140128,13.0,0.3089291823469039,19.0,0.0,0.0,0.0
9.3008,1783998124.7744424,13.0,0.3092090940192206,19.0,0.0,0.0,0.0
9.5509,1783998124.9701028,13.0,0.30952010698846144,19.0,0.0,0.0,0.0
9.8009,1783998125.2637756,13.0,0.30986222125462637,19.0,0.0,0.0,0.0
10.051,1783998125.4614632,13.0,0.3588156626131309,20.0,0.0,0.0,0.0
10.3011,1783998125.7838066,13.0,0.3610549559916648,22.0,0.0,0.0,0.0
10.5512,1783998125.9533048,13.0,0.36139707025782974,22.0,0.0,0.0,0.0
10.8012,1783998126.2275977,13.0,0.36276552732248935,23.0,0.0,0.0,0.0
11.0513,1783998126.4955988,13.0,0.3609616521008926,22.0,0.0,0.0,0.0
11.3014,1783998126.7996154,13.0,0.36239231175940034,23.0,0.0,0.0,0.0
11.5515,1783998126.9960663,13.0,0.36363636363636365,24.0,0.0,0.0,0.0
11.8016,1783998127.2356167,13.0,0.413616147793363,26.0,0.0,0.0,0.0
12.0516,1783998127.5193393,13.0,0.46356483065343823,28.0,0.0,0.0,0.0
12.3017,1783998127.7672303,13.0,0.46253848785494356,27.0,0.0,0.0,0.0
12.5518,1783998127.985787,13.0,0.4622274748857027,27.0,0.0,0.0,0.0
12.8019,1783998128.2614162,13.0,0.4655864149535036,30.0,0.0,0.0,0.0
13.052,1783998128.492752,13.0,0.4659907318135166,30.0,0.0,0.0,0.0
13.3021,1783998128.7731423,13.0,0.4703449133828881,34.0,0.0,0.0,0.0
13.5521,1783998129.026945,13.0,0.4707181289459771,34.0,0.0,0.0,0.0
13.8022,1783998129.2267823,13.0,0.4710602432121419,34.0,0.0,0.0,0.0
14.0523,1783998129.5641522,13.0,0.4736727521537648,36.0,0.0,0.0,0.0
14.3024,1783998129.8074403,13.0,0.471091344509066,34.0,0.0,0.0,0.0
14.5525,1783998130.012425,13.0,0.46850993686436726,32.0,0.0,0.0,0.0
14.8025,1783998130.2871172,13.0,0.46990949522595094,33.0,0.0,0.0,0.0
15.0526,1783998130.4869876,13.0,0.46863434205206356,32.0,0.0,0.0,0.0
15.3027,1783998130.7425125,13.0,0.46767020184741703,31.0,0.0,0.0,0.0
15.5528,1783998131.0253375,13.0,0.4665816564550742,30.0,0.0,0.0,0.0
15.8029,1783998131.2720344,13.0,0.4681056200043542,31.0,0.0,0.0,0.0
16.053,1783998131.5066946,13.0,0.4683544303797469,31.0,0.0,0.0,0.0
16.3031,1783998131.7458978,13.0,0.470687027649053,33.0,0.0,0.0,0.0
16.5531,1783998132.0084088,13.0,0.47127795229061054,33.0,0.0,0.0,0.0
16.8032,1783998132.2846644,13.0,0.4717133704475477,33.0,0.0,0.0,0.0
17.0533,1783998132.4841058,13.0,0.47214878860448484,33.0,0.0,0.0,0.0
17.3034,1783998132.7146678,13.0,0.471464560072155,33.0,0.0,0.0,0.0
17.5535,1783998132.9906995,13.0,0.47202438341678843,33.0,0.0,0.0,0.0
17.8036,1783998133.2939954,13.0,0.5230305103722825,36.0,0.0,0.0,0.0
18.0536,1783998133.4491966,13.0,0.5243989674369421,37.0,0.0,0.0,0.0
18.3037,1783998133.8151164,13.0,0.6231455851709016,40.0,0.0,0.0,0.0
18.5538,1783998134.0414426,13.0,0.6244518396417131,41.0,0.0,0.0,0.0
18.8039,1783998134.22685,13.0,0.6248872577986502,41.0,0.0,0.0,0.0
19.054,1783998134.4792142,13.0,0.6270021459894878,43.0,0.0,0.0,0.0
19.3041,1783998134.7577457,13.0,0.6284950082418437,44.0,0.0,0.0,0.0
19.5541,1783998134.9827662,13.0,0.628992628992629,44.0,0.0,0.0,0.0
19.8042,1783998135.2350385,13.0,0.630516592541909,45.0,0.0,0.0,0.0
20.0543,1783998135.5961676,13.0,0.6340310390943302,48.0,0.0,0.0,0.0
20.3044,1783998135.732598,13.0,0.6342798494697228,48.0,0.0,0.0,0.0
20.5545,1783998135.993672,13.0,0.6357105091282307,49.0,0.0,0.0,0.0
20.8045,1783998136.2907677,13.0,0.6335023170466209,47.0,0.0,0.0,0.0
21.0546,1783998136.4904275,13.0,0.5842067614219513,46.0,0.0,0.0,0.0
21.3047,1783998136.7223632,13.0,0.5856374210804591,47.0,0.0,0.0,0.0
21.5548,1783998136.998548,13.0,0.5867881690666501,48.0,0.0,0.0,0.0
21.8049,1783998137.3115492,13.0,0.5863216496127889,48.0,0.0,0.0,0.0
22.055,1783998137.5196302,13.0,0.5868814729574223,48.0,0.0,0.0,0.0
22.305,1783998137.736893,13.0,0.5867881690666501,48.0,0.0,0.0,0.0
22.5551,1783998137.9844975,13.0,0.6343109507666469,48.0,0.0,0.0,0.0
22.8052,1783998138.228597,13.0,0.6356794078313066,49.0,0.0,0.0,0.0
23.0553,1783998138.48325,13.0,0.5852953068142941,47.0,0.0,0.0,0.0
23.3054,1783998138.7899952,13.0,0.6035517681087301,50.0,0.0,0.0,0.0
23.5555,1783998138.9761026,13.0,0.6035517681087301,50.0,0.0,0.0,0.0
23.8055,1783998139.2259636,13.0,0.6194756321338599,50.0,0.0,0.0,0.0
24.0556,1783998139.4903762,13.0,0.6194756321338599,50.0,0.0,0.0,0.0
24.3057,1783998139.8287385,13.0,0.6355239013466862,50.0,5.0,5.0,0.0
24.5557,1783998140.0150986,13.0,0.6355239013466862,50.0,5.0,5.0,0.0
24.8058,1783998140.2379732,13.0,0.6355239013466862,50.0,5.0,5.0,0.0
25.0559,1783998140.4756832,13.0,0.6355239013466862,50.0,5.0,5.0,0.0
25.306,1783998140.7636344,13.0,0.643827947625416,57.0,0.0,0.0,0.0
25.556,1783998141.0097895,13.0,0.643827947625416,57.0,0.0,0.0,0.0
25.8061,1783998141.2412817,13.0,0.6836376076882407,56.0,0.0,0.0,0.0
26.0562,1783998141.5001771,13.0,0.6836376076882407,56.0,0.0,0.0,0.0
26.3063,1783998141.7464957,13.0,0.6836376076882407,56.0,0.0,0.0,0.0
26.5563,1783998141.9653823,13.0,0.6884583087114733,55.0,0.0,0.0,0.0
26.8064,1783998142.2941942,13.0,0.6905420956053867,57.0,0.0,0.0,0.0
27.0565,1783998142.4807441,13.0,0.6927813889839206,59.0,0.0,0.0,0.0
27.3066,1783998142.7409039,13.0,0.6953005940347712,61.0,0.0,0.0,0.0
27.5567,1783998143.0210054,13.0,0.6908842098715516,58.0,0.0,0.0,0.0
27.8068,1783998143.22109,13.0,0.69331011103163,60.0,0.0,0.0,0.0
28.0568,1783998143.496897,13.0,0.7425745653593755,61.0,0.0,0.0,0.0
28.3069,1783998143.855113,13.0,0.7898796379809038,61.0,0.0,0.0,0.0
