rid,cls,input_len,output_len,arrival_t,send_t,ttft,e2e,tpot,output_tokens,ok,error
long-0000,long,25000,512,20.570085881618308,20.57054343027994,2.1964975697919726,31.22960663260892,0.05681626039690205,512,1,
long-0001,long,25000,512,0.906458450643862,0.9065364599227905,0.15237580798566341,17.50829987693578,0.03396462635802371,512,1,
long-0002,long,25000,512,2.6861920802214763,2.686802458949387,0.1865213941782713,23.690979877952486,0.04599698333419611,512,1,
long-0003,long,25000,512,28.010690890369723,28.011624166276306,2.177704111672938,25.624250651802868,0.04588365272041082,512,1,
long-0004,long,25000,512,14.856232463114534,14.85674155317247,0.22156362608075142,33.09470094693825,0.06433099280011252,512,1,
long-0005,long,25000,512,22.94528598575147,22.94710101094097,1.2400054861791432,29.123098493088037,0.05456573973954774,512,1,
long-0006,long,25000,512,32.74897229139709,32.74940003128722,2.839294428937137,21.360647457651794,0.036245309253844726,512,1,
long-0007,long,25000,512,4.552678503770612,4.553190342150629,0.9401452518068254,31.517930547706783,0.05983911016810168,512,1,
long-0008,long,25000,512,25.438198704201795,25.439309621229768,0.2563161947764456,27.238995971623808,0.05280367862396744,512,1,
long-0009,long,25000,512,2.7400127176363207,2.7408073460683227,0.16725373500958085,23.806813491042703,0.04626136938558341,512,1,
long-0010,long,25000,512,25.123078996602327,25.12384565686807,0.2524957354180515,27.42508598137647,0.053175323377609426,512,1,
long-0011,long,25000,512,15.472468817336262,15.472752719186246,0.25223442586138844,33.04198353085667,0.06416780646770114,512,1,
long-0012,long,25000,512,19.740010057738637,19.741616925224662,0.28186937095597386,31.513767641969025,0.06111917469865568,512,1,
long-0013,long,25000,512,1.5829458182298128,1.5833838689140975,0.18197148526087403,18.72813172917813,0.03629385566324316,512,1,
long-0014,long,25000,512,9.052277604868722,9.052563746925443,0.2304987171664834,32.874107423238456,0.06388181742871228,512,1,
long-0015,long,25000,512,7.154248523253037,7.154733615927398,0.1904462492093444,32.15563038131222,0.06255417638376297,512,1,
long-0016,long,25000,512,9.216294989604108,9.216707602143288,0.30554040987044573,32.96044077910483,0.06390391461689703,512,1,
long-0017,long,25000,512,15.528286325586043,15.52870746422559,0.28778566885739565,33.02044103899971,0.06405607704528828,512,1,
long-0018,long,25000,512,31.28647191122558,31.290076598059386,2.218805531039834,22.788778902962804,0.04025435102137567,512,1,
long-0019,long,25000,512,5.619767216947343,5.62030931096524,0.22260513110086322,31.059508495032787,0.0603461905360703,512,1,
short-0000,short,512,256,7.529279506436628,7.529540634248406,0.2523409267887473,10.637958963867277,0.04072791387089619,256,1,
short-0001,short,512,256,20.33423049934796,20.335036191157997,0.2727479520253837,21.92287005111575,0.08490243960427594,256,1,
short-0002,short,512,256,20.25479763117022,20.25571430195123,0.35714779794216156,22.003450588323176,0.0848874619230628,256,1,
