t,wall,preemptions_total,kv_usage,running,waiting,waiting_capacity,waiting_deferred
0.0475,1784001481.3295617,30.0,0.0,0.0,0.0,0.0,0.0
0.2976,1784001481.5825353,30.0,0.0,0.0,0.0,0.0,0.0
0.5476,1784001481.900959,30.0,0.0,0.0,0.0,0.0,0.0
0.7977,1784001482.1119542,30.0,0.0,0.0,0.0,0.0,0.0
1.0478,1784001482.3713562,30.0,0.0,0.0,0.0,0.0,0.0
1.2979,1784001482.6042354,30.0,0.0,0.0,0.0,0.0,0.0
1.5479,1784001482.8227804,30.0,0.0,0.0,0.0,0.0,0.0
1.798,1784001483.1097257,30.0,0.0,0.0,0.0,0.0,0.0
2.0481,1784001483.3962073,30.0,0.0,0.0,0.0,0.0,0.0
2.2982,1784001483.5846403,30.0,0.0,0.0,0.0,0.0,0.0
2.5499,1784001483.8176138,30.0,0.0,0.0,0.0,0.0,0.0
2.8,1784001484.3197412,30.0,0.0,0.0,0.0,0.0,0.0
3.097,1784001484.3782618,30.0,0.0,0.0,0.0,0.0,0.0
3.347,1784001484.6283276,30.0,0.01695020682362458,2.0,118.0,118.0,0.0
3.5971,1784001484.912982,30.0,0.03287407084875438,2.0,118.0,118.0,0.0
3.8472,1784001485.1867232,30.0,0.03287407084875438,2.0,118.0,118.0,0.0
4.0972,1784001485.3733873,30.0,0.048797934873884286,2.0,118.0,118.0,0.0
4.3473,1784001485.6490686,30.0,0.048797934873884286,2.0,118.0,118.0,0.0
4.5974,1784001485.9475944,30.0,0.048797934873884286,2.0,118.0,118.0,0.0
4.8475,1784001486.1947975,30.0,0.06475290019593816,3.0,117.0,117.0,0.0
5.0975,1784001486.370307,30.0,0.06475290019593816,3.0,117.0,117.0,0.0
5.3476,1784001486.6570516,30.0,0.08067676422106806,3.0,117.0,117.0,0.0
5.5977,1784001486.9077709,30.0,0.08067676422106806,3.0,117.0,117.0,0.0
5.8477,1784001487.105682,30.0,0.09656952694927379,3.0,117.0,117.0,0.0
6.0978,1784001487.425406,30.0,0.09656952694927379,3.0,117.0,117.0,0.0
6.3479,1784001487.7267852,30.0,0.11252449227132777,4.0,116.0,116.0,0.0
6.598,1784001487.9451122,30.0,0.11252449227132777,4.0,116.0,116.0,0.0
6.8481,1784001488.1057386,30.0,0.12844835629645757,4.0,116.0,116.0,0.0
7.0981,1784001488.3822284,30.0,0.12844835629645757,4.0,116.0,116.0,0.0
7.3482,1784001488.6320002,30.0,0.1443411190246633,4.0,116.0,116.0,0.0
7.5983,1784001488.9584355,30.0,0.1443411190246633,4.0,116.0,116.0,0.0
7.8484,1784001489.2195244,30.0,0.1443411190246633,4.0,116.0,116.0,0.0
8.0984,1784001489.4446237,30.0,0.20887631014213293,6.0,114.0,114.0,0.0
8.3485,1784001489.627513,30.0,0.20887631014213293,6.0,114.0,114.0,0.0
8.5986,1784001489.9163954,30.0,0.22480017416726272,6.0,114.0,114.0,0.0
8.8487,1784001490.116113,30.0,0.22480017416726272,6.0,114.0,114.0,0.0
9.0988,1784001490.4093223,30.0,0.24072403819239263,6.0,114.0,114.0,0.0
9.3489,1784001490.6261778,30.0,0.24072403819239263,6.0,114.0,114.0,0.0
9.5989,1784001490.9015973,30.0,0.24072403819239263,6.0,114.0,114.0,0.0
9.849,1784001491.1594803,30.0,0.40245078219761765,11.0,109.0,109.0,0.0
10.0991,1784001491.4612434,30.0,0.4184057475196715,11.0,109.0,109.0,0.0
10.3491,1784001491.6526976,30.0,0.4184057475196715,11.0,109.0,109.0,0.0
10.5992,1784001491.9053593,30.0,0.4184057475196715,11.0,109.0,109.0,0.0
10.8493,1784001492.1995974,30.0,0.43429851024787736,11.0,109.0,109.0,0.0
11.0994,1784001492.376279,30.0,0.43429851024787736,11.0,109.0,109.0,0.0
11.3494,1784001492.6564887,30.0,0.4502534755699312,12.0,108.0,108.0,0.0
11.5995,1784001492.9946342,30.0,0.4502534755699312,12.0,108.0,108.0,0.0
11.8496,1784001493.2012594,30.0,0.46617733959506114,12.0,108.0,108.0,0.0
12.0997,1784001493.4312434,30.0,0.46617733959506114,12.0,108.0,108.0,0.0
12.3497,1784001493.704118,30.0,0.48210120362019093,12.0,108.0,108.0,0.0
12.5998,1784001493.9457703,30.0,0.48210120362019093,12.0,108.0,108.0,0.0
12.8499,1784001494.151489,30.0,0.48210120362019093,12.0,108.0,108.0,0.0
13.1,1784001494.4334316,30.0,0.4980561689422449,13.0,107.0,107.0,0.0
13.35,1784001494.6582565,30.0,0.4980561689422449,13.0,107.0,107.0,0.0
13.6001,1784001494.9296265,30.0,0.5139800329673747,13.0,107.0,107.0,0.0
13.8502,1784001495.1195903,30.0,0.5139800329673747,13.0,107.0,107.0,0.0
14.1002,1784001495.4462798,30.0,0.5298727956955804,13.0,107.0,107.0,0.0
14.3503,1784001495.6676297,30.0,0.5298727956955804,13.0,107.0,107.0,0.0
14.6004,1784001495.9567611,30.0,0.5298727956955804,13.0,107.0,107.0,0.0
14.8504,1784001496.1654074,30.0,0.5459210649084068,14.0,106.0,106.0,0.0
15.1005,1784001496.4004245,30.0,0.5459210649084068,14.0,106.0,106.0,0.0
15.3506,1784001496.7112615,30.0,0.5618138276366125,14.0,106.0,106.0,0.0
15.6007,1784001496.9012017,30.0,0.5618138276366125,14.0,106.0,106.0,0.0
15.8507,1784001497.1663685,30.0,0.5618138276366125,14.0,106.0,106.0,0.0
16.1008,1784001497.393137,30.0,0.5777065903648182,14.0,106.0,106.0,0.0
16.3509,1784001497.6586928,30.0,0.5777065903648182,14.0,106.0,106.0,0.0
16.6009,1784001497.9063208,30.0,0.6422417814822878,23.0,97.0,97.0,0.0
16.851,1784001498.1592858,30.0,0.6422417814822878,23.0,97.0,97.0,0.0
17.1011,1784001498.3566582,30.0,0.6422417814822878,23.0,97.0,97.0,0.0
17.3512,1784001498.66849,30.0,0.6583522532889621,39.0,81.0,81.0,0.0
17.6012,1784001498.960447,30.0,0.6746804341741051,55.0,65.0,65.0,0.0
17.8513,1784001499.1646736,30.0,0.6746804341741051,55.0,65.0,65.0,0.0
18.1014,1784001499.4603412,30.0,0.6910397163561721,71.0,49.0,49.0,0.0
18.3515,1784001499.653444,30.0,0.7073678972413149,87.0,33.0,33.0,0.0
18.6015,1784001499.942388,30.0,0.7073678972413149,87.0,33.0,33.0,0.0
18.8516,1784001500.1494207,30.0,0.7236338755326097,103.0,17.0,17.0,0.0
19.1017,1784001500.3701558,30.0,0.7236338755326097,103.0,17.0,17.0,0.0
19.3518,1784001500.7057953,30.0,0.7398998538239044,105.0,15.0,15.0,0.0
19.6019,1784001500.9174361,30.0,0.7398998538239044,105.0,15.0,15.0,0.0
19.8519,1784001501.1164098,30.0,0.7556993126613379,105.0,15.0,15.0,0.0
20.102,1784001501.4310439,30.0,0.7556993126613379,105.0,15.0,15.0,0.0
20.3521,1784001501.6794167,30.0,0.7714676702018475,105.0,15.0,15.0,0.0
20.6022,1784001501.9467373,30.0,0.7714676702018475,105.0,15.0,15.0,0.0
20.8522,1784001502.1681569,30.0,0.7714676702018475,105.0,15.0,15.0,0.0
21.1023,1784001502.4371686,30.0,0.787267129039281,106.0,14.0,14.0,0.0
21.3524,1784001502.6542008,30.0,0.787267129039281,106.0,14.0,14.0,0.0
21.6024,1784001502.9652035,30.0,0.8030354865797904,106.0,14.0,14.0,0.0
21.8525,1784001503.1627717,30.0,0.8030354865797904,106.0,14.0,14.0,0.0
22.1026,1784001503.3910618,30.0,0.8030354865797904,106.0,14.0,14.0,0.0
22.3527,1784001503.6402228,30.0,0.8187727428233758,106.0,14.0,14.0,0.0
22.6027,1784001503.9207897,30.0,0.8187727428233758,106.0,14.0,14.0,0.0
22.8528,1784001504.1736743,30.0,0.8187727428233758,106.0,14.0,14.0,0.0
23.1029,1784001504.393663,30.0,0.8345099990669611,107.0,13.0,13.0,0.0
23.3529,1784001504.6691682,30.0,0.8345099990669611,107.0,13.0,13.0,0.0
23.603,1784001504.912336,30.0,0.8503405592013187,107.0,13.0,13.0,0.0
23.8531,1784001505.1593387,30.0,0.8503405592013187,107.0,13.0,13.0,0.0
24.1031,1784001505.4753978,30.0,0.866077815444904,107.0,13.0,13.0,0.0
24.3532,1784001505.6673465,30.0,0.866077815444904,107.0,13.0,13.0,0.0
24.6033,1784001505.9777842,30.0,0.866077815444904,107.0,13.0,13.0,0.0
24.8534,1784001506.1975603,30.0,0.8817839703915653,108.0,12.0,12.0,0.0
25.1034,1784001506.4052186,30.0,0.8817839703915653,108.0,12.0,12.0,0.0
25.3535,1784001506.7452757,30.0,0.8975523279320747,108.0,12.0,12.0,0.0
25.6036,1784001506.9493024,30.0,0.8975523279320747,108.0,12.0,12.0,0.0
25.8536,1784001507.1465933,30.0,0.8975523279320747,108.0,12.0,12.0,0.0
26.1037,1784001507.4155266,30.0,0.9134761919572046,108.0,12.0,12.0,0.0
26.3538,1784001507.688511,30.0,0.9134761919572046,108.0,12.0,12.0,0.0
26.6039,1784001507.8765118,30.0,0.9134761919572046,108.0,12.0,12.0,0.0
26.854,1784001508.1549914,30.0,0.9297421702484994,109.0,11.0,11.0,0.0
27.104,1784001508.4493396,30.0,0.9297421702484994,109.0,11.0,11.0,0.0
27.3541,1784001508.663167,30.0,0.94597704724287,109.0,11.0,11.0,0.0
27.6042,1784001508.933309,30.0,0.94597704724287,109.0,11.0,11.0,0.0
27.8543,1784001509.1735382,30.0,0.94597704724287,109.0,11.0,11.0,0.0
28.1043,1784001509.505475,30.0,0.9622119242372407,109.0,11.0,11.0,0.0
28.3544,1784001509.667375,30.0,0.9622119242372407,109.0,11.0,11.0,0.0
28.6045,1784001509.9553597,30.0,0.9622119242372407,109.0,11.0,11.0,0.0
28.8545,1784001510.1650527,30.0,0.9715423133144652,109.0,11.0,11.0,0.0
29.1046,1784001510.414295,30.0,0.9715423133144652,109.0,11.0,11.0,0.0
29.3547,1784001510.7095897,30.0,0.9722887444406432,109.0,11.0,11.0,0.0
29.6048,1784001510.9059908,30.0,0.9725064535191117,109.0,11.0,11.0,0.0
29.8549,1784001511.211605,30.0,0.9733150872391378,109.0,11.0,11.0,0.0
30.105,1784001511.3870552,30.0,0.9749323546791901,109.0,11.0,11.0,0.0
30.355,1784001511.6879587,30.0,0.975678785805368,109.0,11.0,11.0,0.0
30.6051,1784001511.9679415,30.0,0.9759275961807607,109.0,11.0,11.0,0.0
30.8552,1784001512.1739373,30.0,0.9761764065561533,109.0,11.0,11.0,0.0
31.1053,1784001512.4617379,30.0,0.9788511180916244,109.0,11.0,11.0,0.0
31.3554,1784001512.6936514,30.0,0.9791310297639412,109.0,11.0,11.0,0.0
31.6054,1784001512.9793992,30.0,0.9793176375454856,109.0,11.0,11.0,0.0
31.8555,1784001513.194125,30.0,0.9795664479208783,109.0,11.0,11.0,0.0
32.1056,1784001513.4568255,30.0,0.9822411594563494,109.0,11.0,11.0,0.0
32.3557,1784001513.6736848,30.0,0.9824588685348179,109.0,11.0,11.0,0.0
32.6058,1784001513.940818,30.0,0.9826765776132864,109.0,11.0,11.0,0.0
